Partition|NodeList|Group|User|JobName|JobID|Submit|Start|End|ExitCode|CPUTimeRAW|TRESUsageInTot|TRESUsageOutTot|MaxVMSize|AllocCPUS|NTasks|Cluster|TimelimitRaw|ReqMem|
|gpu-20-6|||extern|8455.extern|2020-11-04T16:49:51|2020-11-04T16:49:51|2020-11-04T16:50:16|0:0|25|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-7|chem|rliang|18|8456|2020-11-04T16:49:50|2020-11-04T16:49:51|2020-11-04T16:50:16|0:0|25||||1||redraider|2880|32000Mc|
|gpu-20-7|||batch|8456.batch|2020-11-04T16:49:51|2020-11-04T16:49:51|2020-11-04T16:50:20|0:15|29|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143536K|energy=0,fs/disk=0|143536K|1|1|redraider||32000Mc|
|gpu-20-7|||extern|8456.extern|2020-11-04T16:49:51|2020-11-04T16:49:51|2020-11-04T16:50:16|0:0|25|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-8|chem|rliang|19|8457|2020-11-04T16:49:50|2020-11-04T16:49:51|2020-11-04T16:50:16|0:0|25||||1||redraider|2880|32000Mc|
|gpu-20-8|||batch|8457.batch|2020-11-04T16:49:51|2020-11-04T16:49:51|2020-11-04T16:50:20|0:15|29|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143536K|energy=0,fs/disk=0|143536K|1|1|redraider||32000Mc|
|gpu-20-8|||extern|8457.extern|2020-11-04T16:49:51|2020-11-04T16:49:51|2020-11-04T16:50:16|0:0|25|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-9|chem|rliang|20|8458|2020-11-04T16:49:50|2020-11-04T16:49:51|2020-11-04T16:50:16|0:0|25||||1||redraider|2880|32000Mc|
|gpu-20-9|||batch|8458.batch|2020-11-04T16:49:51|2020-11-04T16:49:51|2020-11-04T16:50:20|0:15|29|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143536K|energy=0,fs/disk=0|143536K|1|1|redraider||32000Mc|
|gpu-20-9|||extern|8458.extern|2020-11-04T16:49:51|2020-11-04T16:49:51|2020-11-04T16:50:16|0:0|25|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-10|chem|rliang|21|8459|2020-11-04T16:49:50|2020-11-04T16:49:51|2020-11-04T16:50:16|0:0|25||||1||redraider|2880|32000Mc|
|gpu-20-10|||batch|8459.batch|2020-11-04T16:49:51|2020-11-04T16:49:51|2020-11-04T16:50:20|0:15|29|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143588K|energy=0,fs/disk=0|143588K|1|1|redraider||32000Mc|
|gpu-20-10|||extern|8459.extern|2020-11-04T16:49:51|2020-11-04T16:49:51|2020-11-04T16:50:16|0:0|25|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=4352K|energy=0,fs/disk=0|4352K|1|1|redraider||32000Mc|
matador|None assigned|chem|rliang|22|8460|2020-11-04T16:49:51|2020-11-04T16:50:16|2020-11-04T16:50:16|0:0|0||||1||redraider|2880|32000Mc|
matador|gpu-20-8|chem|rliang|23|8461|2020-11-04T16:49:51|2020-11-04T16:50:20|2020-11-04T16:50:36|0:0|16||||1||redraider|2880|32000Mc|
|gpu-20-8|||batch|8461.batch|2020-11-04T16:50:20|2020-11-04T16:50:20|2020-11-04T16:50:41|0:15|21|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143536K|energy=0,fs/disk=0|143536K|1|1|redraider||32000Mc|
|gpu-20-8|||extern|8461.extern|2020-11-04T16:50:20|2020-11-04T16:50:20|2020-11-04T16:50:37|0:0|17|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-6|chem|rliang|24|8462|2020-11-04T16:49:51|2020-11-04T16:50:20|2020-11-04T16:50:36|0:0|16||||1||redraider|2880|32000Mc|
|gpu-20-6|||batch|8462.batch|2020-11-04T16:50:20|2020-11-04T16:50:20|2020-11-04T16:50:41|0:15|21|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143536K|energy=0,fs/disk=0|143536K|1|1|redraider||32000Mc|
|gpu-20-6|||extern|8462.extern|2020-11-04T16:50:20|2020-11-04T16:50:20|2020-11-04T16:50:37|0:0|17|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-10|chem|rliang|25|8463|2020-11-04T16:49:51|2020-11-04T16:50:20|2020-11-04T16:50:36|0:0|16||||1||redraider|2880|32000Mc|
|gpu-20-10|||batch|8463.batch|2020-11-04T16:50:20|2020-11-04T16:50:20|2020-11-04T16:50:40|0:15|20|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143588K|energy=0,fs/disk=0|143588K|1|1|redraider||32000Mc|
|gpu-20-10|||extern|8463.extern|2020-11-04T16:50:20|2020-11-04T16:50:20|2020-11-04T16:50:37|0:0|17|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-7|chem|rliang|26|8464|2020-11-04T16:49:52|2020-11-04T16:50:20|2020-11-04T16:50:36|0:0|16||||1||redraider|2880|32000Mc|
|gpu-20-7|||batch|8464.batch|2020-11-04T16:50:20|2020-11-04T16:50:20|2020-11-04T16:50:41|0:15|21|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143536K|energy=0,fs/disk=0|143536K|1|1|redraider||32000Mc|
|gpu-20-7|||extern|8464.extern|2020-11-04T16:50:20|2020-11-04T16:50:20|2020-11-04T16:50:37|0:0|17|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-5|chem|rliang|27|8465|2020-11-04T16:49:52|2020-11-04T16:50:20|2020-11-04T16:50:36|0:0|16||||1||redraider|2880|32000Mc|
|gpu-20-5|||batch|8465.batch|2020-11-04T16:50:20|2020-11-04T16:50:20|2020-11-04T16:50:42|0:15|22|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143536K|energy=0,fs/disk=0|143536K|1|1|redraider||32000Mc|
|gpu-20-5|||extern|8465.extern|2020-11-04T16:50:20|2020-11-04T16:50:20|2020-11-04T16:50:37|0:0|17|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-3|chem|rliang|28|8466|2020-11-04T16:49:52|2020-11-04T16:50:20|2020-11-04T16:50:36|0:0|16||||1||redraider|2880|32000Mc|
|gpu-20-3|||batch|8466.batch|2020-11-04T16:50:20|2020-11-04T16:50:20|2020-11-04T16:50:41|0:15|21|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143536K|energy=0,fs/disk=0|143536K|1|1|redraider||32000Mc|
|gpu-20-3|||extern|8466.extern|2020-11-04T16:50:20|2020-11-04T16:50:20|2020-11-04T16:50:37|0:0|17|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-9|chem|rliang|29|8467|2020-11-04T16:49:52|2020-11-04T16:50:20|2020-11-04T16:50:36|0:0|16||||1||redraider|2880|32000Mc|
|gpu-20-9|||batch|8467.batch|2020-11-04T16:50:20|2020-11-04T16:50:20|2020-11-04T16:50:41|0:15|21|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143536K|energy=0,fs/disk=0|143536K|1|1|redraider||32000Mc|
|gpu-20-9|||extern|8467.extern|2020-11-04T16:50:20|2020-11-04T16:50:20|2020-11-04T16:50:37|0:0|17|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-4|chem|rliang|30|8468|2020-11-04T16:49:53|2020-11-04T16:50:21|2020-11-04T16:50:36|0:0|15||||1||redraider|2880|32000Mc|
|gpu-20-4|||batch|8468.batch|2020-11-04T16:50:21|2020-11-04T16:50:21|2020-11-04T16:50:41|0:15|20|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143536K|energy=0,fs/disk=0|143536K|1|1|redraider||32000Mc|
|gpu-20-4|||extern|8468.extern|2020-11-04T16:50:21|2020-11-04T16:50:21|2020-11-04T16:50:37|0:0|16|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-2|chem|rliang|31|8469|2020-11-04T16:49:53|2020-11-04T16:50:21|2020-11-04T16:50:36|0:0|15||||1||redraider|2880|32000Mc|
|gpu-20-2|||batch|8469.batch|2020-11-04T16:50:21|2020-11-04T16:50:21|2020-11-04T16:50:40|0:15|19|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143536K|energy=0,fs/disk=0|143536K|1|1|redraider||32000Mc|
|gpu-20-2|||extern|8469.extern|2020-11-04T16:50:21|2020-11-04T16:50:21|2020-11-04T16:50:37|0:0|16|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|None assigned|chem|rliang|32|8470|2020-11-04T16:49:53|2020-11-04T16:50:36|2020-11-04T16:50:36|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|33|8471|2020-11-04T16:49:54|2020-11-04T16:50:36|2020-11-04T16:50:36|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|34|8472|2020-11-04T16:49:54|2020-11-04T16:50:36|2020-11-04T16:50:36|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|35|8473|2020-11-04T16:49:54|2020-11-04T16:50:36|2020-11-04T16:50:36|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|36|8474|2020-11-04T16:49:54|2020-11-04T16:50:36|2020-11-04T16:50:36|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|37|8475|2020-11-04T16:49:55|2020-11-04T16:50:36|2020-11-04T16:50:36|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|38|8476|2020-11-04T16:49:55|2020-11-04T16:50:36|2020-11-04T16:50:36|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|39|8477|2020-11-04T16:49:55|2020-11-04T16:50:36|2020-11-04T16:50:36|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|40|8478|2020-11-04T16:49:55|2020-11-04T16:50:36|2020-11-04T16:50:36|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|41|8479|2020-11-04T16:49:56|2020-11-04T16:50:36|2020-11-04T16:50:36|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|42|8480|2020-11-04T16:49:56|2020-11-04T16:50:36|2020-11-04T16:50:36|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|43|8481|2020-11-04T16:49:56|2020-11-04T16:50:36|2020-11-04T16:50:36|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|44|8482|2020-11-04T16:49:56|2020-11-04T16:50:36|2020-11-04T16:50:36|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|45|8483|2020-11-04T16:49:57|2020-11-04T16:50:36|2020-11-04T16:50:36|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|46|8484|2020-11-04T16:49:57|2020-11-04T16:50:36|2020-11-04T16:50:36|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|47|8485|2020-11-04T16:49:57|2020-11-04T16:50:36|2020-11-04T16:50:36|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|48|8486|2020-11-04T16:49:57|2020-11-04T16:50:36|2020-11-04T16:50:36|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|49|8487|2020-11-04T16:49:58|2020-11-04T16:50:36|2020-11-04T16:50:36|0:0|0||||1||redraider|2880|32000Mc|
matador|gpu-20-2|chem|rliang|10|8488|2020-11-04T16:50:57|2020-11-04T16:50:58|2020-11-04T16:52:02|0:0|64||||1||redraider|2880|32000Mc|
|gpu-20-2|||batch|8488.batch|2020-11-04T16:50:58|2020-11-04T16:50:58|2020-11-04T16:52:06|0:15|68|cpu=00:00:57,energy=0,fs/disk=16196913,mem=634592K,pages=1914,vmem=143536K|energy=0,fs/disk=43011|143536K|1|1|redraider||32000Mc|
|gpu-20-2|||extern|8488.extern|2020-11-04T16:50:58|2020-11-04T16:50:58|2020-11-04T16:52:02|0:0|64|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-3|chem|rliang|11|8489|2020-11-04T16:50:57|2020-11-04T16:50:58|2020-11-04T16:52:02|0:0|64||||1||redraider|2880|32000Mc|
|gpu-20-3|||batch|8489.batch|2020-11-04T16:50:58|2020-11-04T16:50:58|2020-11-04T16:52:06|0:15|68|cpu=00:00:57,energy=0,fs/disk=16196913,mem=596836K,pages=2013,vmem=143536K|energy=0,fs/disk=43011|143536K|1|1|redraider||32000Mc|
|gpu-20-3|||extern|8489.extern|2020-11-04T16:50:58|2020-11-04T16:50:58|2020-11-04T16:52:02|0:0|64|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-4|chem|rliang|12|8490|2020-11-04T16:50:57|2020-11-04T16:50:58|2020-11-04T16:52:02|0:0|64||||1||redraider|2880|32000Mc|
|gpu-20-4|||batch|8490.batch|2020-11-04T16:50:58|2020-11-04T16:50:58|2020-11-04T16:52:06|0:15|68|cpu=00:00:57,energy=0,fs/disk=16196913,mem=603524K,pages=1881,vmem=143536K|energy=0,fs/disk=43011|143536K|1|1|redraider||32000Mc|
|gpu-20-4|||extern|8490.extern|2020-11-04T16:50:58|2020-11-04T16:50:58|2020-11-04T16:52:02|0:0|64|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-5|chem|rliang|13|8491|2020-11-04T16:50:57|2020-11-04T16:50:58|2020-11-04T16:52:02|0:0|64||||1||redraider|2880|32000Mc|
|gpu-20-5|||batch|8491.batch|2020-11-04T16:50:58|2020-11-04T16:50:58|2020-11-04T16:52:06|0:15|68|cpu=00:00:57,energy=0,fs/disk=16196913,mem=598372K,pages=1749,vmem=143536K|energy=0,fs/disk=43011|143536K|1|1|redraider||32000Mc|
|gpu-20-5|||extern|8491.extern|2020-11-04T16:50:58|2020-11-04T16:50:58|2020-11-04T16:52:02|0:0|64|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-6|chem|rliang|14|8492|2020-11-04T16:50:58|2020-11-04T16:51:01|2020-11-04T16:52:02|0:0|61||||1||redraider|2880|32000Mc|
|gpu-20-6|||batch|8492.batch|2020-11-04T16:51:01|2020-11-04T16:51:01|2020-11-04T16:52:06|0:15|65|cpu=00:00:57,energy=0,fs/disk=16196913,mem=610024K,pages=1914,vmem=143536K|energy=0,fs/disk=43011|143536K|1|1|redraider||32000Mc|
|gpu-20-6|||extern|8492.extern|2020-11-04T16:51:01|2020-11-04T16:51:01|2020-11-04T16:52:02|0:0|61|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-7|chem|rliang|15|8493|2020-11-04T16:50:58|2020-11-04T16:51:01|2020-11-04T16:52:02|0:0|61||||1||redraider|2880|32000Mc|
|gpu-20-7|||batch|8493.batch|2020-11-04T16:51:01|2020-11-04T16:51:01|2020-11-04T16:52:06|0:15|65|cpu=00:00:57,energy=0,fs/disk=16196913,mem=597956K,pages=1815,vmem=143536K|energy=0,fs/disk=43011|143536K|1|1|redraider||32000Mc|
|gpu-20-7|||extern|8493.extern|2020-11-04T16:51:01|2020-11-04T16:51:01|2020-11-04T16:52:02|0:0|61|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-8|chem|rliang|16|8494|2020-11-04T16:50:58|2020-11-04T16:51:01|2020-11-04T16:52:02|0:0|61||||1||redraider|2880|32000Mc|
|gpu-20-8|||batch|8494.batch|2020-11-04T16:51:01|2020-11-04T16:51:01|2020-11-04T16:52:06|0:15|65|cpu=00:00:57,energy=0,fs/disk=16196913,mem=587036K,pages=2013,vmem=143536K|energy=0,fs/disk=43011|143536K|1|1|redraider||32000Mc|
|gpu-20-8|||extern|8494.extern|2020-11-04T16:51:01|2020-11-04T16:51:01|2020-11-04T16:52:02|0:0|61|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-9|chem|rliang|17|8495|2020-11-04T16:50:59|2020-11-04T16:51:01|2020-11-04T16:52:02|0:0|61||||1||redraider|2880|32000Mc|
|gpu-20-9|||batch|8495.batch|2020-11-04T16:51:01|2020-11-04T16:51:01|2020-11-04T16:52:06|0:15|65|cpu=00:00:57,energy=0,fs/disk=16196913,mem=599248K,pages=1749,vmem=143536K|energy=0,fs/disk=43011|143536K|1|1|redraider||32000Mc|
|gpu-20-9|||extern|8495.extern|2020-11-04T16:51:01|2020-11-04T16:51:01|2020-11-04T16:52:02|0:0|61|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|None assigned|chem|rliang|18|8496|2020-11-04T16:50:59|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|19|8497|2020-11-04T16:50:59|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|20|8498|2020-11-04T16:50:59|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|21|8499|2020-11-04T16:51:00|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|22|8500|2020-11-04T16:51:00|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|23|8501|2020-11-04T16:51:00|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|24|8502|2020-11-04T16:51:00|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|25|8503|2020-11-04T16:51:01|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|26|8504|2020-11-04T16:51:01|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|27|8505|2020-11-04T16:51:01|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|28|8506|2020-11-04T16:51:01|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|29|8507|2020-11-04T16:51:02|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|30|8508|2020-11-04T16:51:02|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|31|8509|2020-11-04T16:51:02|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|32|8510|2020-11-04T16:51:03|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|33|8511|2020-11-04T16:51:03|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|34|8512|2020-11-04T16:51:03|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|35|8513|2020-11-04T16:51:03|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|36|8514|2020-11-04T16:51:04|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|37|8515|2020-11-04T16:51:04|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|38|8516|2020-11-04T16:51:04|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|39|8517|2020-11-04T16:51:04|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|40|8518|2020-11-04T16:51:05|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|41|8519|2020-11-04T16:51:05|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|42|8520|2020-11-04T16:51:05|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|43|8521|2020-11-04T16:51:05|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|44|8522|2020-11-04T16:51:06|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|45|8523|2020-11-04T16:51:06|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|46|8524|2020-11-04T16:51:06|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|47|8525|2020-11-04T16:51:06|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|48|8526|2020-11-04T16:51:07|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|None assigned|chem|rliang|49|8527|2020-11-04T16:51:07|2020-11-04T16:52:02|2020-11-04T16:52:02|0:0|0||||1||redraider|2880|32000Mc|
matador|gpu-20-10|chem|rliang|10|8528|2020-11-04T16:56:12|2020-11-04T16:56:12|2020-11-04T17:04:54|0:0|522||||1||redraider|2880|32000Mc|
|gpu-20-10|||batch|8528.batch|2020-11-04T16:56:12|2020-11-04T16:56:12|2020-11-04T17:04:54|0:0|522|cpu=00:08:22,energy=0,fs/disk=16255010,mem=715836K,pages=1980,vmem=143588K|energy=0,fs/disk=43014|143588K|1|1|redraider||32000Mc|
|gpu-20-10|||extern|8528.extern|2020-11-04T16:56:12|2020-11-04T16:56:12|2020-11-04T17:04:54|0:0|522|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=4352K|energy=0,fs/disk=0|4352K|1|1|redraider||32000Mc|
matador|gpu-21-6|chem|rliang|11|8529|2020-11-04T16:56:12|2020-11-04T16:56:12|2020-11-04T17:02:21|0:0|369||||1||redraider|2880|32000Mc|
|gpu-21-6|||batch|8529.batch|2020-11-04T16:56:12|2020-11-04T16:56:12|2020-11-04T17:02:21|0:0|369|cpu=00:05:54,energy=0,fs/disk=16196973,mem=728384K,pages=1320,vmem=143524K|energy=0,fs/disk=43011|143524K|1|1|redraider||32000Mc|
|gpu-21-6|||extern|8529.extern|2020-11-04T16:56:12|2020-11-04T16:56:12|2020-11-04T17:02:21|0:0|369|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-21-6|chem|rliang|12|8530|2020-11-04T16:56:12|2020-11-04T16:56:12|2020-11-04T17:03:57|0:0|465||||1||redraider|2880|32000Mc|
|gpu-21-6|||batch|8530.batch|2020-11-04T16:56:12|2020-11-04T16:56:12|2020-11-04T17:03:57|0:0|465|cpu=00:07:22,energy=0,fs/disk=16196971,mem=752900K,pages=1485,vmem=143524K|energy=0,fs/disk=43011|143524K|1|1|redraider||32000Mc|
|gpu-21-6|||extern|8530.extern|2020-11-04T16:56:12|2020-11-04T16:56:12|2020-11-04T17:03:57|0:0|465|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-2|chem|rliang|13|8531|2020-11-04T16:56:12|2020-11-04T16:56:15|2020-11-04T17:04:02|0:0|467||||1||redraider|2880|32000Mc|
|gpu-20-2|||batch|8531.batch|2020-11-04T16:56:15|2020-11-04T16:56:15|2020-11-04T17:04:02|0:0|467|cpu=00:07:25,energy=0,fs/disk=16196977,mem=761524K,pages=2013,vmem=143536K|energy=0,fs/disk=43011|143536K|1|1|redraider||32000Mc|
|gpu-20-2|||extern|8531.extern|2020-11-04T16:56:15|2020-11-04T16:56:15|2020-11-04T17:04:02|0:0|467|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-3|chem|rliang|14|8532|2020-11-04T16:56:13|2020-11-04T16:56:15|2020-11-04T17:02:57|0:0|402||||1||redraider|2880|32000Mc|
|gpu-20-3|||batch|8532.batch|2020-11-04T16:56:15|2020-11-04T16:56:15|2020-11-04T17:02:57|0:0|402|cpu=00:06:25,energy=0,fs/disk=16196977,mem=815288K,pages=2376,vmem=143536K|energy=0,fs/disk=43011|143536K|1|1|redraider||32000Mc|
|gpu-20-3|||extern|8532.extern|2020-11-04T16:56:15|2020-11-04T16:56:15|2020-11-04T17:02:58|0:0|403|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||32000Mc|
matador|gpu-20-4|chem|rliang|15|8533|2020-11-04T16:56:13|2020-11-04T16:56:15|2020-11-04T17:05:13|0:0|538||||1||redraider|2880|32000Mc|
