Partition|NodeList|Group|User|JobName|JobID|Submit|Start|End|ExitCode|CPUTimeRAW|TRESUsageInTot|TRESUsageOutTot|MaxVMSize|AllocCPUS|NTasks|Cluster|TimelimitRaw|ReqMem|
matador|gpu-21-5|chem|rliang|job10|8327|2020-11-02T11:25:17|2020-11-02T11:25:18|2020-11-04T07:25:20|0:0|158402||||1||redraider|2640|9639Mc|
|gpu-21-5|||batch|8327.batch|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:22|0:15|158404|cpu=00:00:00,energy=0,fs/disk=107750,mem=4548K,pages=0,vmem=143524K|energy=0,fs/disk=227|143524K|1|1|redraider||9639Mc|
|gpu-21-5|||extern|8327.extern|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:20|0:0|158402|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=4352K|energy=0,fs/disk=0|4352K|1|1|redraider||9639Mc|
|gpu-21-5|||run.sh|8327.0|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:53|0:15|158435|cpu=1-19:48:27,energy=0,fs/disk=16231902,mem=7252.50M,pages=73953,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-21-7|chem|rliang|job11|8328|2020-11-02T11:25:17|2020-11-02T11:25:18|2020-11-04T07:25:20|0:0|158402||||1||redraider|2640|9639Mc|
|gpu-21-7|||batch|8328.batch|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:22|0:15|158404|cpu=00:00:00,energy=0,fs/disk=107748,mem=4560K,pages=0,vmem=143524K|energy=0,fs/disk=227|143524K|1|1|redraider||9639Mc|
|gpu-21-7|||extern|8328.extern|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:20|0:0|158402|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||9639Mc|
|gpu-21-7|||run.sh|8328.0|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:53|0:15|158435|cpu=1-19:48:00,energy=0,fs/disk=16231902,mem=7338112K,pages=75669,vmem=146436K|energy=0,fs/disk=43011|146436K|1|1|redraider||9639Mc|
matador|gpu-21-8|chem|rliang|job12|8329|2020-11-02T11:25:17|2020-11-02T11:25:18|2020-11-04T07:25:20|0:0|158402||||1||redraider|2640|9639Mc|
|gpu-21-8|||batch|8329.batch|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:22|0:15|158404|cpu=00:00:00,energy=0,fs/disk=107748,mem=4552K,pages=0,vmem=143524K|energy=0,fs/disk=227|143524K|1|1|redraider||9639Mc|
|gpu-21-8|||extern|8329.extern|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:20|0:0|158402|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=4352K|energy=0,fs/disk=0|4352K|1|1|redraider||9639Mc|
|gpu-21-8|||run.sh|8329.0|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:53|0:15|158435|cpu=1-19:48:12,energy=0,fs/disk=16231899,mem=6793960K,pages=74151,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-21-9|chem|rliang|job13|8330|2020-11-02T11:25:17|2020-11-02T11:25:18|2020-11-04T07:25:20|0:0|158402||||1||redraider|2640|9639Mc|
|gpu-21-9|||batch|8330.batch|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:22|0:15|158404|cpu=00:00:00,energy=0,fs/disk=107750,mem=4568K,pages=0,vmem=143524K|energy=0,fs/disk=227|143524K|1|1|redraider||9639Mc|
|gpu-21-9|||extern|8330.extern|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:20|0:0|158402|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||9639Mc|
|gpu-21-9|||run.sh|8330.0|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:53|0:15|158435|cpu=1-19:48:09,energy=0,fs/disk=16231898,mem=7820664K,pages=67848,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-21-10|chem|rliang|job14|8331|2020-11-02T11:25:17|2020-11-02T11:25:18|2020-11-04T07:25:20|0:0|158402||||1||redraider|2640|9639Mc|
|gpu-21-10|||batch|8331.batch|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:22|0:15|158404|cpu=00:00:00,energy=0,fs/disk=107750,mem=4588K,pages=0,vmem=143524K|energy=0,fs/disk=228|143524K|1|1|redraider||9639Mc|
|gpu-21-10|||extern|8331.extern|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:20|0:0|158402|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||9639Mc|
|gpu-21-10|||run.sh|8331.0|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:53|0:15|158435|cpu=1-19:48:33,energy=0,fs/disk=16231903,mem=7591344K,pages=70785,vmem=146436K|energy=0,fs/disk=43014|146436K|1|1|redraider||9639Mc|
matador|gpu-20-2|chem|rliang|job16|8333|2020-11-02T11:25:17|2020-11-02T11:25:18|2020-11-04T07:25:20|0:0|158402||||1||redraider|2640|9639Mc|
|gpu-20-2|||batch|8333.batch|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:22|0:15|158404|cpu=00:00:01,energy=0,fs/disk=107752,mem=4564K,pages=0,vmem=143536K|energy=0,fs/disk=227|143536K|1|1|redraider||9639Mc|
|gpu-20-2|||extern|8333.extern|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:20|0:0|158402|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||9639Mc|
|gpu-20-2|||run.sh|8333.0|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:53|0:15|158435|cpu=1-19:48:52,energy=0,fs/disk=16231903,mem=8200324K,pages=84183,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-20-3|chem|rliang|job17|8334|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:20|0:0|158402||||1||redraider|2640|9639Mc|
|gpu-20-3|||batch|8334.batch|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:22|0:15|158404|cpu=00:00:00,energy=0,fs/disk=107752,mem=4560K,pages=0,vmem=143536K|energy=0,fs/disk=227|143536K|1|1|redraider||9639Mc|
|gpu-20-3|||extern|8334.extern|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:20|0:0|158402|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||9639Mc|
|gpu-20-3|||run.sh|8334.0|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:48|0:15|158430|cpu=1-19:48:24,energy=0,fs/disk=16231903,mem=7100844K,pages=85305,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-20-4|chem|rliang|job18|8335|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:20|0:0|158402||||1||redraider|2640|9639Mc|
|gpu-20-4|||batch|8335.batch|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:22|0:15|158404|cpu=00:00:02,energy=0,fs/disk=107752,mem=4560K,pages=66,vmem=143536K|energy=0,fs/disk=227|143536K|1|1|redraider||9639Mc|
|gpu-20-4|||extern|8335.extern|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:20|0:0|158402|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=4352K|energy=0,fs/disk=0|4352K|1|1|redraider||9639Mc|
|gpu-20-4|||run.sh|8335.0|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:37|0:15|158419|cpu=1-19:47:26,energy=0,fs/disk=16231903,mem=8761320K,pages=78540,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-20-5|chem|rliang|job19|8336|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:20|0:0|158402||||1||redraider|2640|9639Mc|
|gpu-20-5|||batch|8336.batch|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:22|0:15|158404|cpu=00:00:00,energy=0,fs/disk=107753,mem=4556K,pages=0,vmem=143536K|energy=0,fs/disk=227|143536K|1|1|redraider||9639Mc|
|gpu-20-5|||extern|8336.extern|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:20|0:0|158402|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||9639Mc|
|gpu-20-5|||run.sh|8336.0|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:52|0:15|158434|cpu=1-19:48:50,energy=0,fs/disk=16231903,mem=7892900K,pages=80883,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-20-6|chem|rliang|job20|8337|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:20|0:0|158402||||1||redraider|2640|9639Mc|
|gpu-20-6|||batch|8337.batch|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:23|0:15|158405|cpu=00:00:00,energy=0,fs/disk=107752,mem=4572K,pages=66,vmem=143536K|energy=0,fs/disk=227|143536K|1|1|redraider||9639Mc|
|gpu-20-6|||extern|8337.extern|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:20|0:0|158402|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||9639Mc|
|gpu-20-6|||run.sh|8337.0|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:47|0:15|158429|cpu=1-19:47:29,energy=0,fs/disk=16231902,mem=8614168K,pages=86724,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-21-5|chem|rliang|job21|8338|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:20|0:0|158402||||1||redraider|2640|9639Mc|
|gpu-21-5|||batch|8338.batch|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:22|0:15|158404|cpu=00:00:00,energy=0,fs/disk=107745,mem=4544K,pages=0,vmem=143524K|energy=0,fs/disk=227|143524K|1|1|redraider||9639Mc|
|gpu-21-5|||extern|8338.extern|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:20|0:0|158402|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||9639Mc|
|gpu-21-5|||run.sh|8338.0|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:54|0:15|158436|cpu=1-19:48:03,energy=0,fs/disk=16231898,mem=6868612K,pages=67353,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-21-7|chem|rliang|job22|8339|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:20|0:0|158402||||1||redraider|2640|9639Mc|
|gpu-21-7|||batch|8339.batch|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:22|0:15|158404|cpu=00:00:00,energy=0,fs/disk=107748,mem=4568K,pages=0,vmem=143524K|energy=0,fs/disk=227|143524K|1|1|redraider||9639Mc|
|gpu-21-7|||extern|8339.extern|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:20|0:0|158402|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=4352K|energy=0,fs/disk=0|4352K|1|1|redraider||9639Mc|
|gpu-21-7|||run.sh|8339.0|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:54|0:15|158436|cpu=1-19:48:22,energy=0,fs/disk=16231898,mem=6966292K,pages=65505,vmem=146436K|energy=0,fs/disk=43011|146436K|1|1|redraider||9639Mc|
matador|gpu-21-8|chem|rliang|job23|8340|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:20|0:0|158402||||1||redraider|2640|9639Mc|
|gpu-21-8|||batch|8340.batch|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:22|0:15|158404|cpu=00:00:00,energy=0,fs/disk=107746,mem=4556K,pages=0,vmem=143524K|energy=0,fs/disk=227|143524K|1|1|redraider||9639Mc|
|gpu-21-8|||extern|8340.extern|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:21|0:0|158403|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=4352K|energy=0,fs/disk=0|4352K|1|1|redraider||9639Mc|
|gpu-21-8|||run.sh|8340.0|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:54|0:15|158436|cpu=1-19:48:07,energy=0,fs/disk=16231896,mem=7030992K,pages=67155,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-21-9|chem|rliang|job24|8341|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:20|0:0|158402||||1||redraider|2640|9639Mc|
|gpu-21-9|||batch|8341.batch|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:22|0:15|158404|cpu=00:00:00,energy=0,fs/disk=107749,mem=4568K,pages=0,vmem=143524K|energy=0,fs/disk=227|143524K|1|1|redraider||9639Mc|
|gpu-21-9|||extern|8341.extern|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:21|0:0|158403|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=4352K|energy=0,fs/disk=0|4352K|1|1|redraider||9639Mc|
|gpu-21-9|||run.sh|8341.0|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:54|0:15|158436|cpu=1-19:48:06,energy=0,fs/disk=16231900,mem=7264408K,pages=71775,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-21-10|chem|rliang|job25|8342|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:20|0:0|158402||||1||redraider|2640|9639Mc|
|gpu-21-10|||batch|8342.batch|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:22|0:15|158404|cpu=00:00:00,energy=0,fs/disk=107750,mem=4556K,pages=0,vmem=143524K|energy=0,fs/disk=228|143524K|1|1|redraider||9639Mc|
|gpu-21-10|||extern|8342.extern|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:21|0:0|158403|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=4352K|energy=0,fs/disk=0|4352K|1|1|redraider||9639Mc|
|gpu-21-10|||run.sh|8342.0|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:55|0:15|158437|cpu=1-19:47:34,energy=0,fs/disk=16231893,mem=7025016K,pages=68937,vmem=146436K|energy=0,fs/disk=43014|146436K|1|1|redraider||9639Mc|
matador|gpu-20-1|chem|rliang|job26|8343|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:20|0:0|158402||||1||redraider|2640|9639Mc|
|gpu-20-1|||batch|8343.batch|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:22|0:15|158404|cpu=00:00:00,energy=0,fs/disk=107752,mem=4568K,pages=0,vmem=143536K|energy=0,fs/disk=227|143536K|1|1|redraider||9639Mc|
|gpu-20-1|||extern|8343.extern|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:21|0:0|158403|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||9639Mc|
|gpu-20-1|||run.sh|8343.0|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T07:25:52|0:15|158434|cpu=1-19:49:25,energy=0,fs/disk=16231903,mem=8042480K,pages=148830,vmem=146436K|energy=0,fs/disk=43011|146436K|1|1|redraider||9639Mc|
matador|gpu-20-2|chem|rliang|job27|8344|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T03:45:27|0:0|145209||||1||redraider|2640|9639Mc|
|gpu-20-2|||batch|8344.batch|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T03:45:27|0:0|145209|cpu=00:00:00,energy=0,fs/disk=107752,mem=4568K,pages=0,vmem=143536K|energy=0,fs/disk=227|143536K|1|1|redraider||9639Mc|
|gpu-20-2|||extern|8344.extern|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T03:45:27|0:0|145209|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||9639Mc|
|gpu-20-2|||run.sh|8344.0|2020-11-02T11:25:18|2020-11-02T11:25:18|2020-11-04T03:45:26|0:0|145208|cpu=1-16:08:15,energy=0,fs/disk=16231903,mem=6216340K,pages=79365,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-20-3|chem|rliang|job28|8345|2020-11-02T11:25:18|2020-11-02T11:25:21|2020-11-04T07:25:50|0:0|158429||||1||redraider|2640|9639Mc|
|gpu-20-3|||batch|8345.batch|2020-11-02T11:25:21|2020-11-02T11:25:21|2020-11-04T07:25:52|0:15|158431|cpu=00:00:00,energy=0,fs/disk=107752,mem=4552K,pages=66,vmem=143536K|energy=0,fs/disk=227|143536K|1|1|redraider||9639Mc|
|gpu-20-3|||extern|8345.extern|2020-11-02T11:25:21|2020-11-02T11:25:21|2020-11-04T07:25:50|0:0|158429|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||9639Mc|
|gpu-20-3|||run.sh|8345.0|2020-11-02T11:25:21|2020-11-02T11:25:21|2020-11-04T07:26:22|0:15|158461|cpu=1-19:47:43,energy=0,fs/disk=16231903,mem=8598692K,pages=76791,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-20-4|chem|rliang|job29|8346|2020-11-02T11:25:18|2020-11-02T11:25:21|2020-11-04T07:25:50|0:0|158429||||1||redraider|2640|9639Mc|
|gpu-20-4|||batch|8346.batch|2020-11-02T11:25:21|2020-11-02T11:25:21|2020-11-04T07:25:52|0:15|158431|cpu=00:00:00,energy=0,fs/disk=107753,mem=4564K,pages=33,vmem=143536K|energy=0,fs/disk=227|143536K|1|1|redraider||9639Mc|
|gpu-20-4|||extern|8346.extern|2020-11-02T11:25:21|2020-11-02T11:25:21|2020-11-04T07:25:50|0:0|158429|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||9639Mc|
|gpu-20-4|||run.sh|8346.0|2020-11-02T11:25:21|2020-11-02T11:25:21|2020-11-04T07:26:17|0:15|158456|cpu=1-19:49:14,energy=0,fs/disk=16231903,mem=8500248K,pages=84084,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-20-5|chem|rliang|job30|8347|2020-11-02T11:25:18|2020-11-02T11:25:21|2020-11-04T07:25:50|0:0|158429||||1||redraider|2640|9639Mc|
|gpu-20-5|||batch|8347.batch|2020-11-02T11:25:21|2020-11-02T11:25:21|2020-11-04T07:25:52|0:15|158431|cpu=00:00:01,energy=0,fs/disk=107752,mem=4560K,pages=33,vmem=143536K|energy=0,fs/disk=227|143536K|1|1|redraider||9639Mc|
|gpu-20-5|||extern|8347.extern|2020-11-02T11:25:21|2020-11-02T11:25:21|2020-11-04T07:25:50|0:0|158429|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=4352K|energy=0,fs/disk=0|4352K|1|1|redraider||9639Mc|
|gpu-20-5|||run.sh|8347.0|2020-11-02T11:25:21|2020-11-02T11:25:21|2020-11-04T07:26:16|0:15|158455|cpu=1-19:47:53,energy=0,fs/disk=16231903,mem=8509084K,pages=79068,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-20-6|chem|rliang|job31|8348|2020-11-02T11:25:18|2020-11-02T11:25:21|2020-11-04T07:25:50|0:0|158429||||1||redraider|2640|9639Mc|
|gpu-20-6|||batch|8348.batch|2020-11-02T11:25:21|2020-11-02T11:25:21|2020-11-04T07:25:52|0:15|158431|cpu=00:00:00,energy=0,fs/disk=107752,mem=4544K,pages=0,vmem=143536K|energy=0,fs/disk=227|143536K|1|1|redraider||9639Mc|
|gpu-20-6|||extern|8348.extern|2020-11-02T11:25:21|2020-11-02T11:25:21|2020-11-04T07:25:50|0:0|158429|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||9639Mc|
|gpu-20-6|||run.sh|8348.0|2020-11-02T11:25:21|2020-11-02T11:25:21|2020-11-04T07:26:20|0:15|158459|cpu=1-19:49:13,energy=0,fs/disk=16231903,mem=7393632K,pages=72138,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-20-8|chem|rliang|job33|8350|2020-11-02T11:25:18|2020-11-02T11:49:34|2020-11-04T07:49:50|0:0|158416||||1||redraider|2640|9639Mc|
|gpu-20-8|||batch|8350.batch|2020-11-02T11:49:34|2020-11-02T11:49:34|2020-11-04T07:49:52|0:15|158418|cpu=00:00:00,energy=0,fs/disk=107752,mem=4564K,pages=0,vmem=143536K|energy=0,fs/disk=227|143536K|1|1|redraider||9639Mc|
|gpu-20-8|||extern|8350.extern|2020-11-02T11:49:34|2020-11-02T11:49:34|2020-11-04T07:49:51|0:0|158417|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||9639Mc|
|gpu-20-8|||run.sh|8350.0|2020-11-02T11:49:34|2020-11-02T11:49:34|2020-11-04T07:50:24|0:15|158450|cpu=1-19:48:12,energy=0,fs/disk=16231903,mem=7037836K,pages=73656,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-20-9|chem|rliang|job34|8351|2020-11-02T11:25:18|2020-11-02T11:49:34|2020-11-04T07:49:50|0:0|158416||||1||redraider|2640|9639Mc|
|gpu-20-9|||batch|8351.batch|2020-11-02T11:49:34|2020-11-02T11:49:34|2020-11-04T07:49:52|0:15|158418|cpu=00:00:00,energy=0,fs/disk=107752,mem=4568K,pages=0,vmem=143536K|energy=0,fs/disk=227|143536K|1|1|redraider||9639Mc|
|gpu-20-9|||extern|8351.extern|2020-11-02T11:49:34|2020-11-02T11:49:34|2020-11-04T07:49:51|0:0|158417|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||9639Mc|
|gpu-20-9|||run.sh|8351.0|2020-11-02T11:49:34|2020-11-02T11:49:34|2020-11-04T07:50:24|0:15|158450|cpu=1-19:48:16,energy=0,fs/disk=16231903,mem=8342356K,pages=80619,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-21-1|chem|rliang|job35|8352|2020-11-02T11:25:18|2020-11-02T11:49:34|2020-11-04T07:49:50|0:0|158416||||1||redraider|2640|9639Mc|
|gpu-21-1|||batch|8352.batch|2020-11-02T11:49:34|2020-11-02T11:49:34|2020-11-04T07:49:52|0:15|158418|cpu=00:00:00,energy=0,fs/disk=107747,mem=4560K,pages=0,vmem=143524K|energy=0,fs/disk=227|143524K|1|1|redraider||9639Mc|
|gpu-21-1|||extern|8352.extern|2020-11-02T11:49:34|2020-11-02T11:49:34|2020-11-04T07:49:50|0:0|158416|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||9639Mc|
|gpu-21-1|||run.sh|8352.0|2020-11-02T11:49:34|2020-11-02T11:49:34|2020-11-04T07:50:21|0:15|158447|cpu=1-19:48:27,energy=0,fs/disk=16231891,mem=7560316K,pages=88473,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-20-8|chem|rliang|job36|8353|2020-11-02T11:25:18|2020-11-02T11:49:34|2020-11-04T07:49:50|0:0|158416||||1||redraider|2640|9639Mc|
|gpu-20-8|||batch|8353.batch|2020-11-02T11:49:34|2020-11-02T11:49:34|2020-11-04T07:49:52|0:15|158418|cpu=00:00:00,energy=0,fs/disk=107752,mem=4552K,pages=0,vmem=143536K|energy=0,fs/disk=227|143536K|1|1|redraider||9639Mc|
|gpu-20-8|||extern|8353.extern|2020-11-02T11:49:34|2020-11-02T11:49:34|2020-11-04T07:49:50|0:0|158416|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||9639Mc|
|gpu-20-8|||run.sh|8353.0|2020-11-02T11:49:34|2020-11-02T11:49:34|2020-11-04T07:50:25|0:15|158451|cpu=1-19:48:53,energy=0,fs/disk=16231903,mem=6785120K,pages=87615,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-20-9|chem|rliang|job37|8354|2020-11-02T11:25:18|2020-11-02T11:49:34|2020-11-04T07:49:50|0:0|158416||||1||redraider|2640|9639Mc|
|gpu-20-9|||batch|8354.batch|2020-11-02T11:49:34|2020-11-02T11:49:34|2020-11-04T07:49:52|0:15|158418|cpu=00:00:00,energy=0,fs/disk=107752,mem=4.50M,pages=0,vmem=143536K|energy=0,fs/disk=227|143536K|1|1|redraider||9639Mc|
|gpu-20-9|||extern|8354.extern|2020-11-02T11:49:34|2020-11-02T11:49:34|2020-11-04T07:49:50|0:0|158416|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=143220K|energy=0,fs/disk=0|143220K|1|1|redraider||9639Mc|
|gpu-20-9|||run.sh|8354.0|2020-11-02T11:49:34|2020-11-02T11:49:34|2020-11-04T07:50:25|0:15|158451|cpu=1-19:49:07,energy=0,fs/disk=16231903,mem=7475180K,pages=81708,vmem=146436K|energy=0,fs/disk=43012|146436K|1|1|redraider||9639Mc|
matador|gpu-21-3|chem|rliang|job38|8355|2020-11-02T11:25:18|2020-11-02T11:54:53|2020-11-04T07:55:20|0:0|158427||||1||redraider|2640|9639Mc|
|gpu-21-3|||batch|8355.batch|2020-11-02T11:54:53|2020-11-02T11:54:53|2020-11-04T07:55:22|0:15|158429|cpu=00:00:01,energy=0,fs/disk=107748,mem=4552K,pages=33,vmem=143524K|energy=0,fs/disk=227|143524K|1|1|redraider||9639Mc|
|gpu-21-3|||extern|8355.extern|2020-11-02T11:54:53|2020-11-02T11:54:53|2020-11-04T07:55:20|0:0|158427|cpu=00:00:00,energy=0,fs/disk=2188,mem=0,pages=0,vmem=4352K|energy=0,fs/disk=0|4352K|1|1|redraider||9639Mc|
